question_id,method,hop_count,hop_prefix,question,answer,gold_answer,em,f1,hit_at_k,recall_at_k,all_recall_at_k,mrr,precision_at_k,ndcg_at_k,contexts
2hop__2148_78851,No-RAG,2,2hop,Which professional sports team does not play their home games at the same location where the Amateur Boxing Golden Gloves event is held?,I don't know.,Brooklyn Nets NBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__64372_83289,No-RAG,2,2hop,Who is the guy in the One Last Time music video by the singer of a new version of Somewhere Over the Rainbow?,I don't know.,Matt Bennett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__645448_77615,No-RAG,2,2hop,When did military instruction start at the place where Larry Alcala was educated?,I don't know.,1912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__586343_83289,No-RAG,2,2hop,Who is the guy in the video of the performer of One Last Time?,I don't know.,Matt Bennett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__8347_8311,No-RAG,2,2hop,When did the crowning of the person under whom the Chapter House was built happen?,I don't know.,1216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__10515_21567,No-RAG,2,2hop,Who introduced a system of musical notation in the 14th century that is used in the area where most of the invasion of the eastern Roman Empire took place?,I don't know.,John Kukuzelis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__76314_177869,No-RAG,2,2hop,Who was the spouse of a leading speaker against slavery and publisher of an antislavery newspaper?,I don't know.,Helen Pitts Douglass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__511296_577502,No-RAG,2,2hop,Who married the actor from Terminator?,I don't know.,Maria Shriver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__527400_159673,No-RAG,2,2hop,"This cast member in ""Search for the Gods"" also plays a character in which film?",I don't know.,The Hateful Eight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__13592_85544,No-RAG,2,2hop,How many games do team in the league where Barcelona won titles in 1948 and 1949 play?,I don't know.,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__196348_150107,No-RAG,2,2hop,Who published Communications of the organization that Andries van Dam is a member of?,I don't know.,Association for Computing Machinery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__250030_7298,No-RAG,2,2hop,Who started out his career on adult contemporary radio along with the performer of All That Echoes?,I don't know.,Michael Bublé,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__705035_152093,No-RAG,2,2hop,What label is responsible for the performer of Crazy Love?,I don't know.,Fair Trade Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__89403_602275,No-RAG,2,2hop,Who is the child of the physicist who who developed an explanation for the photoelectric effect?,I don't know.,Hans Albert Einstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__145082_35034,No-RAG,2,2hop,What was the population density of Tammy Leitner's city of birth in 2009?,I don't know.,"3,771.9 people per square mile (1,456.4/km2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__6827_75783,No-RAG,2,2hop,When was countrywide bought by the company that bought FleetBoston Financial?,I don't know.,"July 1, 2008",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__73615_42173,No-RAG,2,2hop,When was the company that abolished the dual system of government in Bengal established?,I don't know.,1599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__125412_544665,No-RAG,2,2hop,Who followed Menucha Rochel Slonim's father?,I don't know.,Menachem Mendel Schneersohn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__96414_159054,No-RAG,2,2hop,What was the story of the character from The Bourne Ultimatum based on?,I don't know.,the novel of the same name by Robert Ludlum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__611538_152907,No-RAG,2,2hop,What city is the star of 'Three Strangers in Rome' from?,I don't know.,La Goulette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__689472_52835,No-RAG,2,2hop,Who wrote the song turn me on that is performed by performer of Feelin' the Same Way?,I don't know.,John D. Loudermilk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__398344_439882,No-RAG,2,2hop,Who is the creator of the main character in the Steven the Sword Fighter series?,I don't know.,Rebecca Sugar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__71900_712629,No-RAG,2,2hop,Who is the spouse of the longest reigning British monarch?,Prince Philip,Philip Mountbatten,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__10122_18974,No-RAG,2,2hop,Who led the military expedition to where now Min dialects are spoken on border with Zhejiang?,I don't know.,Chen Zheng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__421324_97805,No-RAG,2,2hop,Which war did the operator of Finnish coastal defence ship Väinämöinen serve in?,I don't know.,Winter War,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__245835_762148,No-RAG,2,2hop,Who is part of the group performing Ask the Fish?,Tina Fey and Amy Poehler,Vince Herman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__156085_436709,No-RAG,2,2hop,Who is the creator of Mickey Mouse's spouse?,Walt Disney,Walt Disney,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__323534_810083,No-RAG,2,2hop,Where was the author of Marcinkus born?,I don't know.,Scranton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__700093_455653,No-RAG,2,2hop,Who founded the political party of Dimuthu Bandara Abayakoon?,I don't know.,Rohana Wijeweera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__130984_55721,No-RAG,2,2hop,What place gets the most rain where Sandy High School is?,I don't know.,the Coast Range,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__316374_82341,No-RAG,2,2hop,In what part of Florida is Bob Steele's place of death located?,I don't know.,in Northern Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__448615_127908,No-RAG,2,2hop,What league was the team that Jose Cancela was a member of in?,I don't know.,Major League Soccer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__107238_64918,No-RAG,2,2hop,Who was president when congress declared war on the country where Glumpers was filmed?,I don't know.,President McKinley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__195917_575657,No-RAG,2,2hop,In what county is William W. Blair's birthplace located?,I don't know.,Orleans County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__747894_135844,No-RAG,2,2hop,Whom is the birth place of Ravil Aryapov named after?,I don't know.,Palmiro Togliatti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__701525_342810,No-RAG,2,2hop,What county shares a border with Cedar Springs?,I don't know.,Bell County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__152027_141308,No-RAG,2,2hop,What is the parent company of the record label releasing Cold Turkey?,I don't know.,Apple Corps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__742831_156034,No-RAG,2,2hop,Of which river is the river Kichi Sipi Bridge crosses a tributary?,Kamchatka River,Hudson's Bay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__677929_696450,No-RAG,2,2hop,Who founded the publisher of The Final Testament of the Holy Bible?,I don't know.,Larry Gagosian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__61714_89309,No-RAG,2,2hop,What was the date that Pam got married in The Office?,"April 17, 2009","October 8, 2009",0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__785711_63853,No-RAG,2,2hop,What is the source of the body of water where Augrabies Falls is located?,Orange River,Thaba Putsoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__62951_64006,No-RAG,2,2hop,"As a result of the Black Death, how much was the population reduced in the place that the US helped with the Marshall Plan?",I don't know.,30% to 65%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__91713_289940,No-RAG,2,2hop,What team is the player who led the league in sacks in 2017 a member of?,I don't know.,New England Patriots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__802991_443552,No-RAG,2,2hop,What is the capital of the county where Fort Deposit is located?,Montgomery,Hayneville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__73615_20510,No-RAG,2,2hop,When was the company who abolished the dual system of government in bengal founded?,I don't know.,1600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__27650_27619,No-RAG,2,2hop,Where is the mission for the bank that began to increase their coverage of weaker debts found?,I don't know.,Article 2 of the Statute of the ECB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__481809_184805,No-RAG,2,2hop,Who is the child of the horse who also fathered Tompion?,I don't know.,Buckpasser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__106864_80460,No-RAG,2,2hop,What was the 2017 population of the country where Bedari was made?,I don't know.,207.77 million people,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__80834_148696,No-RAG,2,2hop,What is the position of the first Viceroy of the British Empire in India?,William Bentinck,Governor-General of India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__865828_377862,No-RAG,2,2hop,Which city is in the same county as Gmina Jordanow?,I don't know.,Sucha Beskidzka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__826864_17335,No-RAG,2,2hop,When did the owner of Bucephalus die?,I don't know.,323 BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__168816_144857,No-RAG,2,2hop,In what city was the author of Elephant born?,I don't know.,Clatskanie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__79875_72187,No-RAG,2,2hop,What character in A League of their Own was played by the actress who played Thelma in the movie Thelma and Louise?,Karen Mills,Dottie Hinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__124932_278133,No-RAG,2,2hop,Who was the father of Jujhar Singh's father?,I don't know.,Guru Tegh Bahadur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__815205_590407,No-RAG,2,2hop,Where is the headquarters of the organization that the Office of Science Education is a part of?,"Washington, D.C.",Bethesda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__423045_570226,No-RAG,2,2hop,The Paracel islands are share a province with what city?,Sanya City,Danzhou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__494659_5385,No-RAG,2,2hop,How many people work at the school that holds the Julian P. Kanter Political Commercial Archive?,I don't know.,"11,900",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__78766_461854,No-RAG,2,2hop,Who is the spouse of the actor who played Scarlet in Gone with the wind?,I don't know.,Laurence Olivier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__563476_61845,No-RAG,2,2hop,Who has played for West Ham Ajax and the team that David Currie plays for?,I don't know.,Mido,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
2hop__587048_621800,No-RAG,2,2hop,What administrative territorial entity does Heinrich Gross's birth place located?,Austria,Senica District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__694534_160088_49779,No-RAG,3,3hop1,Who is the host of Who Wants to be a Millionaire in the country that MacGruder and Loud's creator is from?,I don't know.,Chris Harrison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__801799_547811_80702,No-RAG,3,3hop1,What is the name of the famous bridge in the place of birth of the composer of La fida ninfa?,Ponte Vecchio,Rialto Bridge,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__30152_105895_20999,No-RAG,3,3hop2,What forced the departure from the country responsible for Phoe Pyonn Cho of the people once defied by new coinage?,I don't know.,The dynasty regrouped and defeated the Portuguese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__152880_131926_87157,No-RAG,3,3hop1,What is the direction of flow of the body of water by the city that Astronautalis is from?,I don't know.,rises in northern Minnesota and meanders slowly southwards,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__791757_15840_36014,No-RAG,3,3hop1,"On Knight Rider's console, what was maximum games per year per developer imposed by Nintendo?",I don't know.,five,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__379231_40769_64047,No-RAG,3,3hop1,When did the luxury division of the manufacturer change the body style of RX 350?,I don't know.,Sales began worldwide in April 2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__540585_568433_51423,No-RAG,3,3hop1,What is the name of the castle in the city where the headquarters of the production company of Miss Spider's Sunny Patch Kids is located?,I don't know.,Casa Loma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__671542_665330_51423,No-RAG,3,3hop1,What is the name of the castle in city where the performer of Darlings was formed?,I don't know.,Casa Loma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__33845_42197_18397,No-RAG,3,3hop1,Where did the arguer that the country Directive 10/2 called for actions against had become an imperialist power declare he would intervene in the Korean conflict?,I don't know.,the Politburo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__326964_36852_7713,No-RAG,3,3hop2,How long was the city the Qing lost in 1853 the capital of the province where Yaxing Coach is headquartered?,I don't know.,about 400 years,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__390489_502967_84283,No-RAG,3,3hop1,Who is the owner of the record label of the performer of Flamenco a Go-Go?,I don't know.,Warner Music Group,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__409517_547811_80702,No-RAG,3,3hop1,What is the name of the famous bridge in the birth city of the composer of Scanderbeg?,I don't know.,Rialto Bridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__305566_568433_47686,No-RAG,3,3hop1,Where do greyhound buses leave from the in the city where the headquarters of the production company which produced A Cosmic Christmas is located?,I don't know.,Toronto Coach Terminal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__132957_51933_40768,No-RAG,3,3hop2,"When did the maker of the Acura Legend, the largest auto company in the world, and Nissan open US assembly plants?",I don't know.,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__326964_734214_7713,No-RAG,3,3hop2,How long had Lynn Hung's birthplace been the capitol city of Yaxing Coach's headquarters location?,I don't know.,about 400 years,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__831456_223623_162182,No-RAG,3,3hop2,In what region of the country where Sa Thay is located is John Phan's birthplace?,I don't know.,South Central Coast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__691197_15840_36002,No-RAG,3,3hop1,What were the Genesis's advantages over the console whose three letter abbreviation stood for the full console name and also featured the game Yoshi?,I don't know.,built on 16-bit architectures and offered improved graphics and sound,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__222497_309482_27537,No-RAG,3,3hop1,Why did Roncalli leave the place where the composer of Al gran sole carico d'amore worked?,I don't know.,for the conclave in Rome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__313670_42197_18397,No-RAG,3,3hop1,Another world leader said that Vladimir Rapoport's country was imperialist. Where did that leader announce that he would intervene in the Korean conflict?,I don't know.,the Politburo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__304722_238553_63959,No-RAG,3,3hop2,When was the last time Peter Till's sports team beat the winner of the 1894-95 FA Cup?,I don't know.,1 December 2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__71549_486583_84283,No-RAG,3,3hop1,Who owns the record label where Neil Young's co-singer on Four Strong Winds records?,I don't know.,Warner Music Group,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__128554_39743_24526,No-RAG,3,3hop1,"What is the average winter daytime temperature in the region where Richmond is found, in the state where WIRR operates?",I don't know.,upper 40s–lower 50s °F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__624901_42197_18397,No-RAG,3,3hop1,Where did who argued the country of citizenship of Maya Kopitseva had itself become an imperialist power declare that he would intervene in the Korean conflict?,I don't know.,the Politburo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__93963_170667_18967,No-RAG,3,3hop1,what is the former name of the country where the airport that Lion Air is part is located?,I don't know.,Dutch East Indies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__304722_740784_63959,No-RAG,3,3hop2,When was the last time Krystian Pearce's sports team beat the winner of the 1894-95 FA Cup?,I don't know.,1 December 2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__132967_40769_64047,No-RAG,3,3hop1,When did the rx 350 model of the luxury division of the company that built Daihatsu boon change body style?,I don't know.,Sales began worldwide in April 2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__337705_132457_47686,No-RAG,3,3hop1,Where do Greyhound buses leave from in the city where the band that recorded the album Never Too Loud formed?,I don't know.,Toronto Coach Terminal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__178435_547811_80702,No-RAG,3,3hop1,What is the name of the famous bridge in the birthplace of Gloria in D Major's composer?,I don't know.,Rialto Bridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__145194_160545_34751,No-RAG,3,3hop1,What year did the country where Siddhi Savetsila was born form an alliance with Japan?,I don't know.,1941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__462960_160545_60577,No-RAG,3,3hop1,Where did they film The Beach in the country where Pao Sarasin was born?,Thailand,Ko Phi Phi Leh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__90327_87184_76291,No-RAG,3,3hop2,When did the party that controls the House of Representatives take control of the branch that approves the appointees to the american cabinet?,I don't know.,January 2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__786067_228453_10972,No-RAG,3,3hop1,When did the city that headquarters the manufacturer of McAfee's benchmark elect its first black Mayor?,I don't know.,1970s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__694534_160088_85460,No-RAG,3,3hop1,What is the average salary of a working person of the same nationality as MacGruder and Loud's creator?,I don't know.,"$59,039",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__83970_685536_47686,No-RAG,3,3hop1,Where do greyhound buses leave from in where the headquarters is located of who owns the hard rock hotel in las vegas?,I don't know.,Toronto Coach Terminal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__108881_720914_41132,No-RAG,3,3hop1,How many times did plague occur in the place where the creator of The Worship of Venus died?,I don't know.,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__105767_443779_52195,No-RAG,3,3hop1,Who is the president of the newly declared independent country that is part of the commission of truth and friendship with the country that eats Kemplang?,I don't know.,Francisco Guterres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__640171_228453_10972,No-RAG,3,3hop1,When did the headquarters city of the Blanton's manufacturer elect its first black mayor?,I don't know.,1970s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__132957_295815_40768,No-RAG,3,3hop2,"When did the maker of the Acura Legend, the manufacturer of Toyopet Master, and Nissan open US assembly plants?",1986,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__857_846_7870,No-RAG,3,3hop1,"Other than at the 1912 block found in the city where the Yongle Emperor met the leader that the edict was addressed to, where else are there lots of bars?",I don't know.,along Shanghai road and its neighbourhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__655849_467331_162182,No-RAG,3,3hop2,In what region of the country containing the district of A Lưới is the city that has the Zone 5 Military Museum located?,Central Vietnam,South Central Coast,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__208108_547811_80702,No-RAG,3,3hop1,What is the name of the famous bridge in the city where the composer of La Silvia was born?,I don't know.,Rialto Bridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__19768_19788_15107,No-RAG,3,3hop1,What percentage of Eritrea is estimated to adhere to the religion widely practiced in the region with the 2nd largest rain-forest in the world?,I don't know.,48%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__136016_87694_124169,No-RAG,3,3hop1,On what date did Governor of the location where the basilica named after the same saint as Leeds Minster and the head of the catholic religion end?,I don't know.,1952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__11282_57233_56883,No-RAG,3,3hop2,The native country of emu birds started conscription. This occurred during the war depicted in The Things They Carried. What year did the draft start?,1965,1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__326964_320101_7713,No-RAG,3,3hop2,How long had the place of birth of Noel Lee been the capital city of where Yaxing Coah headquarters is located?,I don't know.,about 400 years,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__617062_127905_48717,No-RAG,3,3hop1,Who was the second pick in the 1999 draft of the league Jim Wilson played in?,I don't know.,Josh Beckett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__161433_33952_34099,No-RAG,3,3hop1,How long are the council terms in the second largest city in the US state focused by the cross-border transactions committee of the Department of Real Estate?,I don't know.,four-year,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__140786_2053_52946,No-RAG,3,3hop1,"When is Celebrity Big Brother coming to the broadcast company that, along with the network of Just Men!?, and ABC, is one of the major broadcasters based in New York?",I don't know.,"February 7, 2018",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__89854_36497_76291,No-RAG,3,3hop2,When did the majority party in the House of Representatives take control of the body which the President calls on for support in his USAF appointments?,I don't know.,January 2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__53690_161697_49779,No-RAG,3,3hop1,Who was a host of Who Wants to be a Millionaire who shares the same nationality as the author of The Feminine Mystique?,I don't know.,Chris Harrison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__136129_87694_124169,No-RAG,3,3hop1,What year did the Governor of the city where the basilica named after the same saint as the one that Mantua Cathedral is dedicated to die?,I don't know.,1952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__759384_42197_18397,No-RAG,3,3hop1,Where did the person who argued that the country that Mark Fradkin is a citizen of had become an imperialist power declare he would intervene in the Korean conflict?,I don't know.,the Politburo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__30152_107291_20999,No-RAG,3,3hop2,"How were the people that the Somali Muslim Ajuran Empire made coins to proclaim independence from, expelled from the country where Mohinga is eaten?",I don't know.,The dynasty regrouped and defeated the Portuguese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__751782_2053_5289,No-RAG,3,3hop1,"What UK label was bought by the broadcast company that, along with ABC and the original network of Undercovers, is one of the major broadcasters based in New York?",I don't know.,Oriole Records.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__53690_161697_85460,No-RAG,3,3hop1,What is the average salary of a working citizen of the same nationality as the author of The Feminine Mystique?,I don't know.,"$59,039",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__131820_59747_48534,No-RAG,3,3hop1,"Who is Grant Park, in the largest city by population in the state where WEKL is found, named after?",I don't know.,"Lemuel P. Grant, a successful engineer and businessman",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__404541_629431_124169,No-RAG,3,3hop1,When did the Governorship end of the city where the author of Paenitentiam Agere died?,I don't know.,1952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__145194_160545_62931,No-RAG,3,3hop1,The Beach was filmed in what location of the country that contains the birth city of Siddhi Savetsila?,Bangkok,island Koh Phi Phi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__662618_339990_54675,No-RAG,3,3hop1,What mountain can you see from Portland in the state where Fishing Creek Confederacy is located?,I don't know.,Tualatin Mountains,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__426806_42197_18397,No-RAG,3,3hop1,Where did who argued that the country of citizenship of Victor Denisov had itself beome an imperialist power declare that he would intervene in the Korean conflict?,I don't know.,the Politburo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__617062_127905_67954,No-RAG,3,3hop1,Who won the All-Star MVP for the league that the team that Jim Wilson plays for is a part of?,I don't know.,Alex Bregman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__49541_140875_51068,No-RAG,3,3hop2,Who is the actress who plays the Queen of England in 1890 on the station that aired High Feather?,I don't know.,Jenna - Louise Coleman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__127483_125104_10557,No-RAG,3,3hop2,What was the language Auctor comes from during the era of Rotrude's father later known as?,I don't know.,Medieval Latin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__304722_747004_63959,No-RAG,3,3hop2,When was the last time George Hollis's team beat the 1894-95 FA Cup winner?,I don't know.,1 December 2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__92991_27069_76291,No-RAG,3,3hop2,When did the party Oklahoma's US Senators come from take control of the body determining the rules of the US House and US Senate?,"January 3, 2023",January 2015,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__848113_15840_36002,No-RAG,3,3hop1,What were the Genesis's advantages over the system which had a three letter abbreviation and was also the platform for Star Voyager?,I don't know.,built on 16-bit architectures and offered improved graphics and sound,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__273571_834494_33939,No-RAG,3,3hop1,What was the population in 1900 of the city that shares a county with Summit?,I don't know.,"7,531",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__850160_15840_36002,No-RAG,3,3hop1,What were the Genesis's advantage over the platform of Pictionary?,I don't know.,built on 16-bit architectures and offered improved graphics and sound,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__104762_24918_24991,No-RAG,3,3hop1,What went down after the Soviet president visiting the country of citizenship of Yasyn Khamid while the protests were taking place departed from the Kremlin?,I don't know.,Soviet flag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__593597_40769_64047,No-RAG,3,3hop1,When did the luxury division of the manufacturer of Scion Fuse change the body style of the RX 350?,I don't know.,Sales began worldwide in April 2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__222497_309482_41132,No-RAG,3,3hop1,How many times did plague occur in Al gran sole carico d'amore's composer's work location?,I don't know.,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__754160_831637_91775,No-RAG,3,3hop1,"What does seal stand for in the U.S. military branch that operates a list of destroyer classes, as well as the USS Dextrous?",I don't know.,"Sea, Air, and Land",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
